,Year,Week,A1,A2,E1,E2,N1,N2,N3,S1,S2,S3,W1,W2,W3,Cleared Volume,MCV
170,2023,13,2474.25,12499.3,226905.07,33369.18,55351.13,439906.22,45.12,40480.91,21045.5,4832.06,96057.64,49839.98,163935.69,1146740.45,1146740.45
171,2023,14,8017.0,27492.26,191681.37,25390.0,94796.93,356938.13,0.0,43257.26,10531.12,12911.95,86153.89,52259.52,230169.81,1139597.6,1139767.17
172,2023,15,4720.0,15611.94,142729.05,18120.62,73374.99,411090.26,43.2,82492.78,28610.1,11268.04,102395.4,50251.94,198127.53,1138834.09,1138834.09
173,2023,16,3811.73,11599.14,71102.8,13320.79,90159.46,227959.62,0.0,36264.71,29274.44,672.0,89624.46,146478.58,199474.79,919740.84,966083.25
174,2023,17,4838.34,12735.22,91721.59,8784.01,92736.47,195365.55,0.0,51677.31,11440.74,974.4,85609.5,23182.04,310825.58,889889.26,899879.07
175,2023,18,3467.88,9578.18,101667.37,14483.04,67340.38,167219.66,0.0,47697.06,16027.6,974.4,87590.37,14000.86,300625.12,830670.28,830670.28
176,2023,19,4777.02,3643.49,69032.28,23648.16,36560.99,175234.98,22438.97,114754.88,23327.01,468.91,115491.02,35680.98,339286.17,964343.43,963930.45
177,2023,20,4889.29,11088.65,65905.6,19676.08,41211.13,128586.96,36258.37,59980.27,25072.58,974.4,130474.52,40441.79,351872.4,916430.5,916430.5
178,2023,21,4110.93,8804.16,112054.96,18147.78,95975.39,168317.65,624.83,50986.97,29171.46,626.4,92555.69,52932.46,272775.63,907082.52,907082.52
179,2023,22,2650.5,2275.96,12379.59,32373.86,133126.06,301830.26,117230.8,48573.58,24754.55,520.8,109208.52,21096.0,218609.62,1024628.67,1024628.67
180,2023,23,1455.75,1351.34,60201.47,48226.94,93528.79,192512.94,75189.79,77305.75,26847.76,722.4,104089.75,27957.09,244630.45,954018.58,954018.58
181,2023,24,4599.8,31376.03,115256.99,49096.09,78333.34,112311.34,20599.24,62882.26,31219.6,722.4,110047.49,39768.12,209316.28,865527.42,865527.42
182,2023,25,5622.2,47612.34,126937.59,50620.86,120880.23,272995.7,0.0,52491.24,20745.09,722.4,107310.97,27984.67,183496.01,1017417.73,1018057.92
183,2023,26,2112.5,3362.45,188351.88,38873.03,219131.21,129309.96,0.0,58021.35,12068.34,722.4,104197.14,14077.3,146185.57,916411.65,916411.65
184,2023,27,2735.25,3747.84,167839.13,56257.9,185923.31,173364.32,0.0,55908.7,14710.85,722.4,73522.94,21979.27,112272.28,868982.66,868982.66
185,2023,28,5014.5,10036.93,141617.9,47807.46,171739.99,249941.43,5500.15,45764.83,18632.15,520.8,130800.9,31483.94,107173.36,966033.0,966033.0
186,2023,29,4074.42,13577.23,157174.89,24598.77,138713.59,115831.2,14962.3,80263.65,16347.16,554.4,159778.95,47676.52,161717.61,935269.35,935269.35
187,2023,30,5095.55,10156.73,144100.2,11673.03,126900.02,76522.39,13876.83,95778.07,14893.01,643.2,98647.54,54089.95,145905.29,798280.48,798280.48
188,2023,31,7530.8,7283.92,123388.07,6770.9,150234.87,116828.31,36960.9,66450.44,22095.71,487.2,102713.84,45706.27,224933.95,911383.73,911383.73
189,2023,32,5710.95,10110.38,148025.9,12970.26,108060.98,246257.22,29527.48,44067.69,23595.37,487.2,147986.21,58613.75,131065.88,966477.76,966477.76
190,2023,33,6247.93,17131.49,123231.54,15233.15,95935.43,275322.12,19103.09,54130.56,30064.23,520.8,97806.3,72944.99,108222.93,915893.08,915893.08
191,2023,34,4832.02,26328.65,147431.75,11419.18,50636.82,183869.33,19909.35,41540.74,27804.8,487.2,67342.31,67159.54,133838.28,782598.43,782598.43
192,2023,35,10114.67,17341.66,119269.24,18552.81,28363.24,140392.61,14315.31,38354.4,45677.92,760.8,41126.71,55861.35,116734.07,646863.41,646863.41
193,2023,36,8994.34,6963.25,139706.45,33958.68,28965.21,123100.45,0.0,105979.46,48448.52,1020.0,38950.98,57386.83,178602.79,772075.72,772075.72
194,2023,37,7232.55,6024.89,79281.23,43217.23,42046.93,138897.33,0.0,34089.94,71433.47,576.0,115752.13,37694.95,174404.86,750650.32,750650.32
195,2023,38,1592.35,6008.57,105687.84,53967.7,132081.12,134734.64,2637.73,23720.03,32493.19,806.4,182348.23,34788.25,190007.82,900872.26,900872.26
196,2023,39,1783.5,8165.29,109227.14,45185.27,86676.06,153208.2,22421.08,41728.39,48944.67,696.0,119674.96,37920.15,223873.32,899502.66,899502.66
197,2023,40,5852.49,25182.93,186086.56,36394.21,57770.46,162052.45,450.0,77388.97,49734.83,662.4,192365.71,110558.54,381387.28,1285885.12,1285950.01
198,2023,41,9310.97,43901.09,83432.94,37781.96,54589.29,109274.47,2200.0,46106.74,54314.91,228.0,153266.91,62880.1,219247.8,876533.75,876533.75
199,2023,42,6407.98,36261.41,99320.25,40929.22,45080.64,277378.35,70832.62,31732.6,39681.25,276.0,125023.08,44592.37,223698.84,1041212.94,1041479.28
200,2023,43,7906.77,21289.62,176424.95,112936.21,66873.46,233392.46,18745.18,39046.96,15405.61,942.7,67454.39,17915.7,239121.56,1017454.04,1017454.04
201,2023,44,8452.18,8730.35,193724.09,130061.84,50238.68,249780.22,14884.8,49341.7,38609.56,1255.2,132889.69,44171.22,384540.84,1306678.8,1306678.8
202,2023,45,7271.38,3474.75,221920.16,101316.71,61079.24,156283.93,10600.0,28431.95,19279.27,1075.2,91207.26,33938.3,444124.77,1180001.38,1180001.38
203,2023,46,6486.57,557.97,235148.26,79516.6,71724.24,149008.98,421.62,12205.28,12885.08,655.2,39854.12,17407.35,456018.98,1081888.87,1081888.87
204,2023,47,7189.5,2511.68,235306.83,88892.06,56209.83,229296.3,951.26,27524.22,20676.64,537.6,77920.29,56815.67,545609.88,1349440.11,1349440.11
205,2023,48,4577.18,2914.13,80169.43,137048.6,47513.84,159852.63,227.93,26469.49,17068.34,417.6,179920.38,28213.06,364281.09,1048672.37,1048672.37
206,2023,49,2989.25,1604.62,46530.8,150944.05,43942.68,119345.26,0.0,31532.01,14457.45,302.4,311063.74,24054.37,288337.85,1035103.09,1035103.09
207,2023,50,2256.25,2722.51,76019.21,85209.71,47038.81,223724.46,858.83,26355.28,21462.39,374.4,207342.95,22120.09,411735.96,1127219.34,1127219.34
208,2023,51,1648.15,2197.97,51152.24,136820.58,44602.43,160806.39,0.0,28714.46,21360.84,655.2,162964.95,85495.64,369652.7,1066070.02,1066070.02
209,2023,52,4564.83,5330.33,128886.9,81818.02,54742.42,295964.79,37.5,43913.27,30159.89,3849.69,115558.29,107908.69,408774.56,1281507.36,1281507.36
