time,tavg,tmin,tmax,hmid
27-01-2020,17.7,12.3,22.6,63
28-01-2020,20.2,13.5,24.6,59
29-01-2020,20.8,18.2,23.6,49
30-01-2020,20.3,18.4,21.6,48
31-01-2020,18.7,15.6,22.6,51
01-02-2020,18.5,13.1,22.6,41
02-02-2020,17.9,12.6,21.6,65
03-02-2020,17.2,12.2,21.6,58
04-02-2020,18.9,11.9,22.6,51
05-02-2020,20.5,15.6,25.6,57
06-02-2020,20.5,16,25.9,64
07-02-2020,19.5,15.9,22.6,56
08-02-2020,18.1,15.6,18.6,70
09-02-2020,19.3,15.2,24.6,44
10-02-2020,18.4,13.2,23.6,59
11-02-2020,18.9,13.1,24.6,61
12-02-2020,19.1,13,24.6,58
13-02-2020,19.7,13.9,25.6,53
14-02-2020,21.7,14.8,27.8,53
15-02-2020,21.5,16.7,27.6,61
16-02-2020,21.8,15.7,29,40
17-02-2020,22.2,16.5,28.6,40
18-02-2020,22.7,19.1,28.6,47
19-02-2020,23.3,18.3,29.9,54
20-02-2020,24.1,20.1,28.6,68
21-02-2020,23.3,18.4,29.6,63
22-02-2020,23.5,17.6,29.6,55
23-02-2020,23.9,19,29.6,67
24-02-2020,22.9,19.1,24.6,65
25-02-2020,19.9,17.6,20.6,57
26-02-2020,22.4,17.4,26,54
27-02-2020,22.8,18.8,25.6,57
28-02-2020,22.5,17.9,26.6,54
29-02-2020,23,17.2,27.6,40
01-03-2020,24.3,18.7,30,59
02-03-2020,25.5,19.5,30.6,44
03-03-2020,24.3,18.6,28.6,69
04-03-2020,23.9,19.2,28.6,69
05-03-2020,22.8,18.6,28.6,63
06-03-2020,24.9,20.9,30.1,65
07-03-2020,23.7,20.6,25.6,62
08-03-2020,24.4,20.2,29.6,54
09-03-2020,23.9,19.1,28.6,41
10-03-2020,25.2,18.3,30.6,44
11-03-2020,26.5,22.4,32.6,45
12-03-2020,26.9,22.2,31.6,51
13-03-2020,28.2,21.8,34.3,63
14-03-2020,25.2,19.6,30.6,60
15-03-2020,25.1,18.8,30.5,51
16-03-2020,26.6,21.7,30.6,49
17-03-2020,26.9,22.9,30.6,47
18-03-2020,26.4,20.6,31.6,69
19-03-2020,26.8,20.7,33,54
20-03-2020,26.5,22.1,32.6,56
21-03-2020,27,18.6,34.3,70
22-03-2020,25.1,18.8,30.6,60
23-03-2020,26.7,21.2,32.1,62
24-03-2020,27.2,22.9,31.6,66
25-03-2020,28.3,22.7,34.2,65
26-03-2020,29.2,24.6,34.6,52
27-03-2020,30.1,24.1,36,52
28-03-2020,30.8,26.1,36,47
29-03-2020,30,25.8,34.6,46
30-03-2020,29.4,23.7,34.6,43
31-03-2020,30,24.1,35.6,59
01-04-2020,30.1,25.6,37.6,61
02-04-2020,30.2,24.1,37.4,58
03-04-2020,30.9,26.2,35.6,58
04-04-2020,31.2,25.2,36.6,47
05-04-2020,30.8,27.2,36.6,64
06-04-2020,30.6,26,37.6,65
07-04-2020,30.8,25.1,38.6,63
08-04-2020,29.7,25.5,35.6,51
09-04-2020,29.5,24.4,35.6,66
10-04-2020,30,24.9,37.3,48
11-04-2020,30.4,26.1,36.6,48
12-04-2020,29.5,24.7,34.4,70
13-04-2020,30.2,26.1,35.6,56
14-04-2020,30.8,26.7,36.6,42
15-04-2020,28.8,22.6,35.2,69
16-04-2020,29.1,23.1,32.6,69
17-04-2020,30.4,25.7,34.7,46
18-04-2020,29.2,25.6,32.6,50
19-04-2020,29.8,24.4,35.4,60
20-04-2020,29,19.6,34.6,53
21-04-2020,23.3,20.1,27.5,64
22-04-2020,27.4,21.3,30.6,47
23-04-2020,26.5,19.6,32.8,53
24-04-2020,26.7,22,33.6,64
25-04-2020,28.3,23.2,33.6,64
26-04-2020,27,23.6,32.4,43
27-04-2020,26.7,23.8,27.6,60
28-04-2020,24.8,22.6,28.6,52
29-04-2020,27.8,22.3,31.6,68
30-04-2020,28.9,24.9,33.6,62
01-05-2020,25,20.6,33.5,62
02-05-2020,26.4,20.7,32.2,66
03-05-2020,28,22.6,31.6,40
04-05-2020,29,25.4,34.6,41
05-05-2020,29.7,25.3,35.5,61
06-05-2020,26.6,21.4,31.6,63
07-05-2020,28.4,21.6,33.6,58
08-05-2020,29.7,23.3,34.6,58
09-05-2020,31.6,26.6,37.6,67
10-05-2020,29.8,21.6,35.6,61
11-05-2020,29.4,23.5,34.6,56
12-05-2020,31.3,25.7,37,43
13-05-2020,31.1,27.7,37.2,41
14-05-2020,31.3,27.5,37.2,44
15-05-2020,31.4,28.1,37.2,47
16-05-2020,31.8,27.8,36.6,70
17-05-2020,31.9,28.6,38.6,58
18-05-2020,31.9,27.3,36.6,58
19-05-2020,28.7,23.6,31.6,47
20-05-2020,24.7,23.1,25,43
21-05-2020,25.4,22.5,30.2,53
22-05-2020,29.4,23.5,34.1,52
23-05-2020,29.9,27.2,35,59
24-05-2020,30.3,28.1,33.6,48
25-05-2020,30.2,28.8,33.7,69
26-05-2020,30,28.3,32.6,69
27-05-2020,27.9,20.6,33.6,70
28-05-2020,24.6,22,27.3,54
29-05-2020,29.9,24,35.6,58
30-05-2020,30,23.6,35.6,63
31-05-2020,29.3,24.6,31.6,61
01-06-2020,29.1,24.5,34.8,70
02-06-2020,29.5,25.7,36,65
03-06-2020,30.8,25.3,35.6,49
04-06-2020,30.8,24.6,35.6,44
05-06-2020,31.5,25.9,35.8,70
06-06-2020,32.1,29.1,36.6,69
07-06-2020,29.4,24.6,36.6,42
08-06-2020,30,25,35.6,67
09-06-2020,31.4,27.3,35.6,62
10-06-2020,30.3,27.8,33.6,50
11-06-2020,28.2,27.6,31.2,52
12-06-2020,27.4,26.6,28.6,53
13-06-2020,28.8,26.7,30.8,63
14-06-2020,28,26.6,29.7,45
15-06-2020,29,25.6,31.6,66
16-06-2020,28.2,26.6,32.6,45
17-06-2020,29,27.1,32.6,66
18-06-2020,29.4,27.1,32.6,68
19-06-2020,29.5,27.1,33.6,47
20-06-2020,28.9,27.4,32.6,55
21-06-2020,28.5,26.6,32.6,49
22-06-2020,29.1,25.4,33.6,49
23-06-2020,29.5,26.6,32.6,67
24-06-2020,31,27.7,35.6,64
25-06-2020,30.7,29.4,35.6,68
26-06-2020,30.2,25.6,35.6,54
27-06-2020,27.9,24.6,30.6,61
28-06-2020,27.4,24.2,34.6,61
29-06-2020,28.7,25,31.6,58
30-06-2020,29.9,26.8,34.6,44
01-07-2020,31.2,27.7,35.8,61
02-07-2020,31.4,28.1,36.6,59
03-07-2020,30.8,28.1,34.6,48
04-07-2020,29.5,27.8,34.6,48
05-07-2020,28.4,25.6,31.6,47
06-07-2020,28.4,25.7,31.6,54
07-07-2020,29.2,26.6,32.8,55
08-07-2020,30,27.3,34.6,45
09-07-2020,30.2,27.2,34.6,67
10-07-2020,30.9,27.8,34.8,65
11-07-2020,28.9,25.6,33.6,69
12-07-2020,29.8,25.9,34.6,48
13-07-2020,29.3,25.4,31.1,52
14-07-2020,29.9,28.6,34.6,68
15-07-2020,28.4,26.8,32.6,70
16-07-2020,29.8,26.6,33.7,61
17-07-2020,30.3,27.2,34.6,67
18-07-2020,30.8,27.4,35.2,64
19-07-2020,29.8,26.6,34.6,44
20-07-2020,29.3,26.1,34.6,41
21-07-2020,27.9,25.8,31.6,66
22-07-2020,28.2,25.2,31.6,45
23-07-2020,26.7,23.9,27.8,51
24-07-2020,28.4,26.4,31.6,48
25-07-2020,30.2,25.8,34.6,46
26-07-2020,31.4,27.5,34.9,57
27-07-2020,29.8,28.2,34.8,62
28-07-2020,29.7,26.6,34.6,48
29-07-2020,28.4,25.3,32.9,61
30-07-2020,30.4,26.5,34.6,57
31-07-2020,30.3,27.3,35.6,52
01-08-2020,30.5,27.7,36.2,63
02-08-2020,30.8,28.3,35.6,58
03-08-2020,30.9,28.1,36.6,57
04-08-2020,26.9,24.6,29.6,47
05-08-2020,27.6,25.1,29.6,58
06-08-2020,27.5,25.1,29.6,68
07-08-2020,29.2,25.9,32.6,47
08-08-2020,29.4,26.9,34.6,45
09-08-2020,29.5,26.3,33.6,64
10-08-2020,30.2,27,33.6,44
11-08-2020,30.5,27.5,33.6,41
12-08-2020,30.5,27.9,34.6,42
13-08-2020,30.2,26.7,34.6,47
14-08-2020,29.5,27.7,33.6,52
15-08-2020,28.4,26.9,32.6,52
16-08-2020,29.4,26.7,32.6,59
17-08-2020,27.9,26.9,30.6,66
18-08-2020,27.9,26.4,31.6,61
19-08-2020,27.5,25.2,31.6,50
20-08-2020,26.8,25.3,28.8,54
21-08-2020,26.5,25.1,27.6,48
22-08-2020,28,25.3,31.6,61
23-08-2020,28.1,26.6,33.6,46
24-08-2020,27.9,25.1,33.6,59
25-08-2020,30,25.8,34.6,51
26-08-2020,27.8,25.7,29.6,60
27-08-2020,26.8,25,28.6,41
28-08-2020,28,25.2,32.6,70
29-08-2020,30.3,26.9,34.6,50
30-08-2020,31.2,27.7,35.6,53
31-08-2020,31.6,28.7,35.6,52
01-09-2020,26.4,23.2,30.6,70
02-09-2020,26.7,24.2,31.7,53
03-09-2020,28.7,25.7,33.6,63
04-09-2020,29.4,26.2,33.6,40
05-09-2020,30.4,27.1,34.6,41
06-09-2020,30.4,27.7,35.6,50
07-09-2020,30.3,27.7,34.6,41
08-09-2020,29.3,28.6,34.6,63
09-09-2020,29.9,25.7,34.6,60
10-09-2020,29.4,27.4,33.6,44
11-09-2020,29.8,26.8,34.6,52
12-09-2020,30.3,26.9,34.6,59
13-09-2020,30,27.1,34.6,69
14-09-2020,30.4,27.4,34.2,42
15-09-2020,29.3,27.3,33.6,66
16-09-2020,30.5,26.7,35.6,43
17-09-2020,30.9,27.7,34.6,62
18-09-2020,30.8,27.9,36,41
19-09-2020,31.2,26.9,35.6,41
20-09-2020,28.9,25.1,32.6,43
21-09-2020,28.3,26.9,30.6,47
22-09-2020,28.6,26.5,31.6,59
23-09-2020,27.4,24.8,29.6,57
24-09-2020,28.9,25.7,32.6,55
25-09-2020,27.8,27.6,31.6,45
26-09-2020,28.3,26.3,32.6,49
27-09-2020,29.7,24.1,34.6,50
28-09-2020,28.5,28.2,34.6,60
29-09-2020,29.3,26.3,34.6,51
30-09-2020,29.5,26.6,34.6,49
01-10-2020,29.1,26.2,33.6,42
02-10-2020,28.5,25.8,32.6,58
03-10-2020,28.4,26.3,31.6,48
04-10-2020,27.9,25.8,32.6,41
05-10-2020,27.8,25.8,32.7,47
06-10-2020,28.6,25.8,32.6,69
07-10-2020,28.1,26.2,32.3,63
08-10-2020,28.4,25.5,33.6,61
09-10-2020,28.5,26.2,34.6,55
10-10-2020,29,26.4,34.6,58
11-10-2020,29.3,25.9,35.6,48
12-10-2020,29.8,26.2,35.7,57
13-10-2020,30.6,26.3,35.6,67
14-10-2020,30.2,27,35.6,51
15-10-2020,29.7,26.3,34.6,41
16-10-2020,28.1,26.1,34.6,68
17-10-2020,29.9,25.5,34.6,43
18-10-2020,29,26.3,31.6,67
19-10-2020,28.7,25.7,32.6,50
20-10-2020,30.1,26.2,33.6,69
21-10-2020,28.7,25.9,32.7,49
22-10-2020,26,23.6,25.6,65
23-10-2020,25.2,23.6,26.6,68
24-10-2020,27,23.2,29.6,65
25-10-2020,27.6,24.1,31.6,60
26-10-2020,26.9,23.7,32.6,64
27-10-2020,26.6,20.7,32.6,49
28-10-2020,26.5,21.3,32.2,48
29-10-2020,27.5,22.6,31.6,53
30-10-2020,28.4,23.1,32.6,70
31-10-2020,27.4,22.4,31,47
01-11-2020,27.9,23.2,31.6,52
02-11-2020,28.1,24.5,31.6,67
03-11-2020,26.9,24.6,31.6,66
04-11-2020,25.4,21.6,30.8,42
05-11-2020,24.6,19.9,32,62
06-11-2020,24.3,19.4,30.6,63
07-11-2020,23.3,18.7,29.4,50
08-11-2020,24,17.9,30.3,63
09-11-2020,24.6,18.1,30.6,49
10-11-2020,26.2,19.6,31.6,57
11-11-2020,26.5,21.6,32.6,63
12-11-2020,26,21,31.4,45
13-11-2020,26.2,21.4,31.6,67
14-11-2020,25.7,19.5,31.9,47
15-11-2020,25,20.2,31.4,59
16-11-2020,25.2,19.2,31.3,54
17-11-2020,24.5,19.9,30.2,67
18-11-2020,25.5,21.1,31.4,58
19-11-2020,26.4,21.8,32,48
20-11-2020,27.1,23.4,31.6,46
21-11-2020,22.9,20.6,25.6,69
22-11-2020,21.2,17.6,25.6,67
23-11-2020,20.2,15.1,25.6,43
24-11-2020,20.4,15,24.6,68
25-11-2020,21.1,16.7,26.6,62
26-11-2020,21.4,17.2,26,58
27-11-2020,22.8,18.8,27.6,63
28-11-2020,22.3,16.6,28.2,45
29-11-2020,21.6,16.2,27.8,42
30-11-2020,21.3,15.3,27.6,46
01-12-2020,20.8,15,27.6,45
02-12-2020,21.2,15.4,28.2,42
03-12-2020,21,15.5,28.6,53
04-12-2020,21.8,16.1,27.6,63
05-12-2020,22.1,16.1,27.6,63
06-12-2020,22.8,17.5,29.4,49
07-12-2020,22.6,18.2,29.6,66
08-12-2020,21.1,18,25.1,48
09-12-2020,20.9,17.2,25.2,41
10-12-2020,21.2,17.3,26.3,66
11-12-2020,18.5,14.6,20.6,48
12-12-2020,19.3,15,22.6,58
13-12-2020,21.3,15.9,26.9,62
14-12-2020,21.7,17.2,27,47
15-12-2020,21.7,16.8,25.6,44
16-12-2020,21.8,17.9,25.6,48
17-12-2020,20.5,16.8,23.6,66
18-12-2020,18.4,13.6,23.6,58
19-12-2020,16.9,12.7,21.4,56
20-12-2020,16.4,12.1,22.2,44
21-12-2020,16.6,11,23.1,54
22-12-2020,17.4,12.1,22.6,40
23-12-2020,18,13.1,24.6,42
24-12-2020,19.4,14.2,23.6,53
25-12-2020,18.6,13.3,23.6,49
26-12-2020,17.1,12.3,22.6,54
27-12-2020,17.2,10.8,23.4,62
28-12-2020,17.5,11.2,22.6,46
29-12-2020,17.9,11.3,25.7,50
30-12-2020,18.7,12.2,23.6,48
31-12-2020,18.1,12.4,25.2,43
01-01-2021,18.3,13.3,24.6,48
02-01-2021,17.8,13,24.6,48
03-01-2021,18.8,12.7,25.7,62
04-01-2021,19.9,13.7,27.1,61
05-01-2021,21.3,15.1,27.8,65
06-01-2021,22.3,16,28.5,58
07-01-2021,23.2,18.1,30.1,47
08-01-2021,22.2,18.2,28.9,70
09-01-2021,23.3,18.7,28.6,70
10-01-2021,23.8,19.2,29.3,65
11-01-2021,23.3,18.7,29.2,67
12-01-2021,21.5,17.7,26.9,43
13-01-2021,19.3,16.2,24.6,44
14-01-2021,19.5,16,24.4,53
15-01-2021,18.5,14.1,24.8,65
16-01-2021,17.7,14.2,24.7,40
17-01-2021,17.7,13.6,24.6,45
18-01-2021,17.9,13.3,24.6,51
19-01-2021,20.3,13.4,27.4,59
20-01-2021,21.9,18.8,28.5,58
21-01-2021,20.2,14.6,26.5,54
22-01-2021,19.3,14.1,25.8,69
23-01-2021,17.6,13.7,26.1,49
24-01-2021,20.1,13.6,26.7,62
25-01-2021,21.1,16.2,25.4,50
26-01-2021,17.9,15.2,25.9,53
27-01-2021,17.4,13.7,24.1,45
28-01-2021,17.3,12.6,24.1,59
29-01-2021,18.5,12.3,25.1,57
30-01-2021,17.4,14.2,22.6,62
31-01-2021,16.5,11.7,22.8,61
01-02-2021,16.4,11,22.8,46
02-02-2021,17.3,11.1,24.3,42
03-02-2021,17.7,11.4,25.3,45
04-02-2021,19,12.3,26,56
05-02-2021,20.3,13,27,53
06-02-2021,20.9,14.8,27.7,53
07-02-2021,19.4,15.6,25.4,46
08-02-2021,19.4,14.7,26.3,61
09-02-2021,18.9,12.8,27.2,66
10-02-2021,20.4,14.2,27.6,62
11-02-2021,21.2,14.5,28.7,63
12-02-2021,21.9,16.6,29.5,41
13-02-2021,23,15.7,29.3,49
14-02-2021,23.7,19.2,29.6,41
15-02-2021,23.8,19.3,29.6,54
16-02-2021,24.1,18.4,30.5,60
17-02-2021,22.1,19.1,29.8,67
18-02-2021,23.4,16.7,29.4,49
19-02-2021,25.3,19.1,29.4,49
20-02-2021,23,18.5,28.2,53
21-02-2021,20,17.3,29.7,41
22-02-2021,23.8,17.6,29.9,68
23-02-2021,24.8,18.2,30.8,41
24-02-2021,25.2,20.6,31.1,50
25-02-2021,26.5,19.1,32.8,51
26-02-2021,27.1,20.9,33.9,49
27-02-2021,27.9,19.8,34,52
28-02-2021,28.3,22.2,34.8,40
01-03-2021,28.2,23.6,34.6,49
02-03-2021,27.8,22.7,33,64
03-03-2021,26.2,22.2,31.8,53
04-03-2021,26.9,19.6,32.7,60
05-03-2021,27.2,23.2,34.2,65
06-03-2021,28.2,21.3,34.8,53
07-03-2021,28,21.9,33.6,70
08-03-2021,27.8,22.1,33.9,70
09-03-2021,27.2,23.2,35.8,53
10-03-2021,27.7,23.7,35.1,40
11-03-2021,27.8,24.1,33.4,58
12-03-2021,27.5,22.6,33.2,65
13-03-2021,26.4,22.6,32.6,59
14-03-2021,25.5,20,31.8,55
15-03-2021,27,20.9,33.8,45
16-03-2021,27.5,21.8,34.8,54
17-03-2021,27.8,20.4,35.4,53
18-03-2021,27.9,20.8,34.8,42
19-03-2021,28.2,21.1,35.4,58
20-03-2021,29.3,22.4,35.8,61
21-03-2021,29.4,23.2,36.2,51
22-03-2021,29.6,23.3,36.6,66
23-03-2021,30.1,23.6,36.5,52
24-03-2021,30.2,24.9,36.4,50
25-03-2021,30,23.9,37,59
26-03-2021,29.2,22.8,35.8,65
27-03-2021,29.3,22.4,35.7,42
28-03-2021,29.2,23.3,36.1,61
29-03-2021,29.8,24.9,37.2,53
30-03-2021,30.8,25.7,38,48
31-03-2021,31.9,26.3,40.5,47
01-04-2021,30.3,22,38.3,53
02-04-2021,30.3,25.8,36.5,50
03-04-2021,29.7,24.6,36.3,60
04-04-2021,29.3,24.4,36.5,62
05-04-2021,28,22.5,35.5,66
06-04-2021,28.8,23.1,35.9,68
07-04-2021,28.6,24,34.3,66
08-04-2021,29.1,26.1,34.3,50
09-04-2021,28.5,24.2,33.4,65
10-04-2021,29.4,24.2,34.8,54
11-04-2021,30.3,25.2,36.9,69
12-04-2021,30.2,26.1,35.4,66
13-04-2021,30.6,25.4,38.1,50
14-04-2021,30.7,25.9,38.6,58
15-04-2021,30,26.8,35.5,44
16-04-2021,30,26.3,35.5,58
17-04-2021,29.1,24.5,36.1,45
18-04-2021,29.5,25,35.4,55
19-04-2021,30.5,25.2,37.8,57
20-04-2021,30.6,26.5,36.9,62
21-04-2021,30.4,23.2,36.7,50
22-04-2021,27.3,22.7,35.2,55
23-04-2021,29.9,24.3,35.8,46
24-04-2021,30.8,24.7,37.8,50
25-04-2021,31.8,25.5,39,66
26-04-2021,31.5,26.6,39,58
27-04-2021,31.3,26.7,38.2,56
28-04-2021,30.9,26.5,37.7,50
29-04-2021,30.5,25.7,36.6,59
30-04-2021,30.3,25.3,36,53
01-05-2021,29.6,26,35.2,62
02-05-2021,29.4,24.4,35.7,69
03-05-2021,28.5,22.8,34.2,62
04-05-2021,25.8,20.8,31,64
05-05-2021,26.5,22.8,32.6,62
06-05-2021,28.7,23,34,57
07-05-2021,28.5,25,35,54
08-05-2021,29.3,26.3,34,70
09-05-2021,28.8,23.6,34.7,66
10-05-2021,28.5,23.8,33.6,69
11-05-2021,27.5,22.6,33.4,40
12-05-2021,28,22.6,32.5,46
13-05-2021,27.2,23.6,31,52
14-05-2021,30,24.1,34.4,54
15-05-2021,30.8,26.7,35.6,42
16-05-2021,31.1,27.6,35.5,68
17-05-2021,31.7,27.8,37.2,48
18-05-2021,31.9,27.8,38.2,62
19-05-2021,31.5,25.2,36.5,61
20-05-2021,31.9,28.5,36.3,41
21-05-2021,31.7,28.3,36.5,54
22-05-2021,31.1,27.2,36.3,67
23-05-2021,31.7,27.6,36,43
24-05-2021,27.7,25.4,32.5,66
25-05-2021,27.3,25.1,32.6,65
26-05-2021,27.8,24.8,29.6,63
27-05-2021,26.9,25.3,32.4,60
28-05-2021,30.1,25.2,32.8,44
29-05-2021,30.4,27.3,33,61
30-05-2021,29.7,26.8,34.4,46
31-05-2021,27.2,25,33.4,54
01-06-2021,30.5,27.2,35,60
02-06-2021,29.5,25.8,33.8,43
03-06-2021,31.4,27.7,34.6,65
04-06-2021,31,27.6,36.2,52
05-06-2021,31.2,27.6,36.2,45
06-06-2021,30.5,27.4,37.2,70
07-06-2021,30.6,25,36.4,57
08-06-2021,30.9,26.2,35.1,56
09-06-2021,29.5,25.4,32.2,41
10-06-2021,29.6,27.3,31.6,43
11-06-2021,27.9,25.4,31.8,44
12-06-2021,28.1,25.5,31.4,63
13-06-2021,28.2,25.6,33,56
14-06-2021,27.7,25.5,30.3,61
15-06-2021,27.3,25,30.4,45
16-06-2021,25.9,24.7,29.2,50
17-06-2021,24.7,23.3,27.8,52
18-06-2021,26.3,23.4,28.4,44
19-06-2021,25.1,24.4,28.1,51
20-06-2021,26.6,24.2,29,54
21-06-2021,27.8,24.5,30.8,50
22-06-2021,27.1,24.6,29.8,61
23-06-2021,27.9,25.7,31,59
24-06-2021,29.9,25.8,33.4,49
25-06-2021,30.2,27.6,33.4,67
26-06-2021,28.7,26,31.6,52
27-06-2021,28.3,25.9,31.2,54
28-06-2021,29.1,26.5,32.8,69
29-06-2021,29.6,27.4,32.6,41
30-06-2021,29.5,26,32.8,45
01-07-2021,26.8,24.6,34.1,50
02-07-2021,29.1,24.2,32.4,69
03-07-2021,29.3,26.7,31.7,46
04-07-2021,28.1,26.2,31.6,59
05-07-2021,30.4,27.1,33.2,66
06-07-2021,30.2,27.9,33.2,40
07-07-2021,28.4,25.4,33.4,54
08-07-2021,27.1,25.2,30,66
09-07-2021,28.5,25.5,32.4,59
10-07-2021,28.8,25.7,32.4,44
11-07-2021,29,25.9,32.4,41
12-07-2021,28.5,26.2,32,64
13-07-2021,28,25.9,32.6,57
14-07-2021,28.2,25.8,32,67
15-07-2021,29.4,26,33.4,57
16-07-2021,29.3,25.9,34,64
17-07-2021,29.4,26.7,34,55
18-07-2021,31.3,28.5,35.4,53
19-07-2021,29.5,26.8,34,69
20-07-2021,28.7,26.7,30.9,44
21-07-2021,29.9,27.2,32.2,52
22-07-2021,29.6,27.4,32.8,69
23-07-2021,27.8,26.5,30.1,57
24-07-2021,27.4,25.6,30.2,61
25-07-2021,29.1,26.2,32.4,70
26-07-2021,29.5,27.2,32.8,59
27-07-2021,28.3,26.2,30.8,53
28-07-2021,27.4,25.7,30.8,66
29-07-2021,26.3,25.2,27.6,40
30-07-2021,27.5,25.3,29.6,69
31-07-2021,28.4,25.8,31.6,63
01-08-2021,30,26.7,33.2,53
02-08-2021,28.9,26.3,32.2,56
03-08-2021,28.2,25.3,31.2,70
04-08-2021,27.4,25,29.6,67
05-08-2021,28.5,25.9,32.4,41
06-08-2021,29.4,27,32.8,44
07-08-2021,28.4,25.8,31.3,44
08-08-2021,27.9,25.3,30.9,49
09-08-2021,29.9,26.9,32.8,51
10-08-2021,30.4,27.9,34.2,62
11-08-2021,30.5,27.7,32.8,49
12-08-2021,28.8,26,30.5,57
13-08-2021,29.5,26.9,32.2,42
14-08-2021,29.4,27.7,33.8,52
15-08-2021,30.6,27.3,33.2,70
16-08-2021,29.7,27.6,31,52
17-08-2021,28.2,26.8,29.6,57
18-08-2021,27.4,25.3,29.4,60
19-08-2021,27.2,25.1,29.2,69
20-08-2021,26.8,25.1,29.6,57
21-08-2021,28.3,26.2,30.6,48
22-08-2021,30.4,26.5,33.6,42
23-08-2021,30.8,27.3,34.4,62
24-08-2021,30.3,27.3,33.6,65
25-08-2021,29.6,26.9,33,49
26-08-2021,28.2,25.6,32.8,68
27-08-2021,27.7,25.1,31,48
28-08-2021,28.8,26,32,65
29-08-2021,28,26.6,30.4,66
30-08-2021,28.6,26.7,32,42
31-08-2021,29.2,27.1,31.6,46
01-09-2021,30.1,26.3,33.8,70
02-09-2021,29.4,27.1,33,65
03-09-2021,29.9,26.9,33,46
04-09-2021,29.8,26.8,32.4,48
05-09-2021,30.8,26.8,34.2,49
06-09-2021,28.6,26.1,31.8,45
07-09-2021,26.3,25.4,29.6,53
08-09-2021,28.2,24.8,31,49
09-09-2021,28.6,26.1,32.4,50
10-09-2021,28.7,24.6,33.6,66
11-09-2021,27.4,25.5,30.2,60
12-09-2021,27.9,25.5,31.2,52
13-09-2021,27.2,25.7,30.1,44
14-09-2021,25.6,24.5,28,42
15-09-2021,27.2,24.2,30,43
16-09-2021,28.6,26,31.6,45
17-09-2021,27.3,25.1,32.2,57
18-09-2021,26.8,25.1,29.4,42
19-09-2021,26.2,24.3,31,66
20-09-2021,25,24.2,26.4,50
21-09-2021,26.4,24,28.4,57
22-09-2021,26.4,25.6,28,65
23-09-2021,27.5,25.5,31.2,65
24-09-2021,29,25.4,32.4,65
25-09-2021,28.3,26.7,32.1,70
26-09-2021,27.8,26.1,31.4,51
27-09-2021,28.2,25.7,30.8,50
28-09-2021,26.3,24.3,28.7,44
29-09-2021,25.5,23.7,26.7,64
30-09-2021,28.3,25,31.8,42
01-10-2021,29,25.8,32.6,53
02-10-2021,29.6,26.2,33,55
03-10-2021,28.1,25.6,32.6,58
04-10-2021,28.2,25.6,32.8,61
05-10-2021,27.5,24.7,33.4,59
06-10-2021,28,25.5,32.8,67
07-10-2021,28.2,25.4,33.6,51
08-10-2021,28.5,25.3,33.2,70
09-10-2021,28.3,25.3,32,42
10-10-2021,28.6,25.5,33,68
11-10-2021,29.1,25.6,33.6,61
12-10-2021,29.2,26,32.8,69
13-10-2021,28.5,26,32.4,57
14-10-2021,29,25.7,32.4,66
15-10-2021,29,24.6,34.4,45
16-10-2021,28.7,23.7,32.2,66
17-10-2021,26.7,24.2,28.8,57
18-10-2021,25.4,24.2,26.6,51
19-10-2021,25.4,23.7,27.2,63
20-10-2021,26.9,24.4,28.8,60
21-10-2021,26.9,24.1,30.6,49
22-10-2021,27.4,24.4,31.6,40
23-10-2021,26.1,21.7,31.2,49
24-10-2021,26.2,21.9,30.4,62
25-10-2021,25.6,21.8,31.4,51
26-10-2021,26.1,22.5,31.4,59
27-10-2021,25.8,22.8,30,70
28-10-2021,25.4,22.5,29.4,47
29-10-2021,26,22.7,30.8,61
30-10-2021,25.5,22.4,31,41
31-10-2021,25.2,21.3,30.6,67
01-11-2021,24.8,20.7,29.8,61
02-11-2021,24.3,19.7,29.8,64
03-11-2021,24.4,19.9,29.6,62
04-11-2021,24.2,19,29.2,54
05-11-2021,23.2,18.6,28.8,41
06-11-2021,22.9,17.3,28,70
07-11-2021,22.4,17.5,28.8,42
08-11-2021,22.5,17.4,29,46
09-11-2021,23,17.8,29,56
10-11-2021,23.8,18.6,29.6,59
11-11-2021,24.6,19.1,30,44
12-11-2021,25.3,21.2,29.5,44
13-11-2021,24,22.1,25.9,70
14-11-2021,23.2,21.6,26.1,60
15-11-2021,22,20,25.4,46
16-11-2021,23.4,19.7,27.4,57
17-11-2021,22,18.3,28,47
18-11-2021,22,16.4,29,43
19-11-2021,22.6,16.9,29.2,45
20-11-2021,24.3,19.4,30,68
21-11-2021,24.6,20.1,29.3,65
22-11-2021,25.4,21.2,30,65
23-11-2021,25,21.3,29.8,55
24-11-2021,24.1,20.7,29.2,41
25-11-2021,23.5,18.9,29,70
26-11-2021,23.2,19.2,28.1,43
27-11-2021,21.9,18.3,27.4,59
28-11-2021,21.3,16.2,27.1,53
29-11-2021,21.1,15.6,27.2,64
30-11-2021,21.1,16.3,27.2,61
01-12-2021,21.3,15.7,28.2,40
02-12-2021,21.9,16.2,27.8,48
03-12-2021,22.7,17.2,28.6,50
04-12-2021,20.8,19.6,21.8,67
05-12-2021,20,19.3,21,53
06-12-2021,21.3,20.2,22.9,70
07-12-2021,21.3,17.7,26.7,53
08-12-2021,22.4,18.7,26.7,70
