time,tavg,tmin,tmax,hmid
01-01-2008,15.9,10.2,24.2,61
02-01-2008,16.4,10,24.9,54
03-01-2008,18.2,12.5,25.9,65
04-01-2008,18.5,12.8,27.1,54
05-01-2008,18.6,12.5,26.4,67
06-01-2008,17.2,11.3,26.6,53
07-01-2008,17.7,11.2,26,68
08-01-2008,17.4,10.6,28.1,62
09-01-2008,18.7,12.1,27.7,65
10-01-2008,20.3,12.9,29.7,66
11-01-2008,20.5,13.4,28.8,54
12-01-2008,19.9,14.1,28.3,59
13-01-2008,18.9,14.6,25.7,43
14-01-2008,17.4,10,25.6,56
15-01-2008,17.7,,,40
16-01-2008,17.8,10.2,27.1,40
17-01-2008,18.2,11.4,26.7,56
18-01-2008,19.9,11.9,27.8,61
19-01-2008,22.8,14.6,29.6,43
20-01-2008,24.7,,30.5,48
21-01-2008,20.4,,,44
22-01-2008,18.8,12.9,25.8,67
23-01-2008,18,13.6,24.6,60
24-01-2008,17.2,13.5,21.6,53
25-01-2008,15.9,15.6,16.7,40
26-01-2008,16.3,15.4,17.6,60
27-01-2008,16.6,14.2,22.7,51
28-01-2008,15.5,,,66
29-01-2008,17.2,10,24.6,69
30-01-2008,17.3,13.6,25.4,67
31-01-2008,14.3,12.6,18.6,60
01-02-2008,15.8,11.6,22.6,54
02-02-2008,15,9.6,22.4,45
03-02-2008,15.9,9.3,23.4,70
04-02-2008,18.7,10.6,25.8,41
05-02-2008,21.3,14.6,27.6,61
06-02-2008,23,18.1,28.6,49
07-02-2008,23.3,18.6,30.1,59
08-02-2008,23.1,17.6,30.4,63
09-02-2008,20.1,,,61
10-02-2008,19.5,,24.4,42
11-02-2008,17.5,,25.4,46
12-02-2008,18.3,11.6,26.6,65
13-02-2008,17.7,,,42
14-02-2008,16.8,,24.5,59
15-02-2008,16.7,9.4,26.5,46
16-02-2008,19.1,11.1,,47
17-02-2008,20.3,12.4,29.6,42
18-02-2008,22.5,13.7,30.4,68
19-02-2008,24,19.6,30.7,51
20-02-2008,19,,,62
21-02-2008,19.7,13.9,26,56
22-02-2008,20.2,14,,50
23-02-2008,22,14.5,29.7,56
24-02-2008,23.5,,31.3,64
25-02-2008,25.1,20.3,32,59
26-02-2008,22.8,,28.3,52
27-02-2008,21.3,17.2,28.8,42
28-02-2008,21.3,14.6,29.5,62
29-02-2008,21.4,14.2,30.2,55
01-03-2008,23.9,,30.4,47
02-03-2008,25,20.1,30.9,54
03-03-2008,26,22,31.6,45
04-03-2008,26,23.6,30.6,55
05-03-2008,26.6,20.6,32.6,61
06-03-2008,26.7,22.6,31.8,59
07-03-2008,26,21.8,31.8,66
08-03-2008,26.8,21.6,33.3,62
09-03-2008,27.3,22.1,34.2,58
10-03-2008,26.5,22.2,33.3,65
11-03-2008,26.9,,34.1,55
12-03-2008,27.2,22.5,34.2,41
13-03-2008,28.3,21.6,34.2,54
14-03-2008,26.6,,30.8,64
15-03-2008,27.6,22.6,34.6,40
16-03-2008,27.4,21,33.7,46
17-03-2008,28.9,23.5,36.2,58
18-03-2008,29.3,23.5,37.3,56
19-03-2008,27.9,24.6,34.3,59
20-03-2008,27.2,21.6,36.2,48
21-03-2008,27.3,21.6,34.4,47
22-03-2008,29.1,24.9,35.5,69
23-03-2008,27,25.4,31.4,67
24-03-2008,26,24,31.6,43
25-03-2008,27.6,21.4,34.3,61
26-03-2008,29.1,24.1,35,60
27-03-2008,29.5,25.6,36,63
28-03-2008,30.3,24.6,38,41
29-03-2008,27.5,,,48
30-03-2008,27.8,20.2,34.6,60
31-03-2008,28.3,22.2,36.4,67
01-04-2008,26.8,21.1,31.8,62
02-04-2008,28.9,21.2,35.1,62
03-04-2008,26.9,,35.3,53
04-04-2008,22.6,19.6,,41
05-04-2008,25.1,20.6,32.6,65
06-04-2008,25.7,20,30.8,50
07-04-2008,26.8,20.7,,63
08-04-2008,28.1,20.6,,60
09-04-2008,28.2,23.6,34.8,51
10-04-2008,29.5,22.4,36.2,60
11-04-2008,30.8,23.3,38.9,57
12-04-2008,31.1,,38.9,70
13-04-2008,28.8,22.2,36.8,42
14-04-2008,28.9,21.6,,68
15-04-2008,29.1,25.5,34.9,51
16-04-2008,29.9,25.7,34.7,51
17-04-2008,30.5,26.7,36.6,59
18-04-2008,30.4,26.6,35.9,43
19-04-2008,31.7,26.7,37.8,66
20-04-2008,32.5,,38.8,67
21-04-2008,32.4,26.3,39.6,53
22-04-2008,32.7,26.3,39.6,66
23-04-2008,31.7,26.6,39.2,58
24-04-2008,30.9,26.2,37,57
25-04-2008,30.7,26.8,36.6,51
26-04-2008,30.4,26,35.6,40
27-04-2008,30,27.2,35,46
28-04-2008,30.4,26.6,34.2,66
29-04-2008,31,,36.8,64
30-04-2008,31.2,26,36.7,47
01-05-2008,31.6,27,37.3,49
02-05-2008,30.7,26.2,37.6,45
03-05-2008,30,24.6,38.2,41
04-05-2008,28.6,23,36,64
05-05-2008,28.2,22.6,36.7,40
06-05-2008,29.3,23.2,34.6,49
07-05-2008,30.8,25.5,36,50
08-05-2008,29.1,23.6,37,66
09-05-2008,31.3,22.6,37,66
10-05-2008,30.7,21,36.6,43
11-05-2008,29.7,20,37.2,45
12-05-2008,29.8,24.6,35.8,43
13-05-2008,29.9,26.6,37,56
14-05-2008,29.4,23.6,37.3,40
15-05-2008,30.2,22.8,36.3,66
16-05-2008,31.5,25.6,37.5,40
17-05-2008,30.3,,39,69
18-05-2008,29.3,22.6,37.7,70
19-05-2008,28.9,23.6,35.5,59
20-05-2008,28,23.2,34.4,62
21-05-2008,29.4,23.1,36.6,56
22-05-2008,29.9,,37.1,69
23-05-2008,29.2,24.2,34.2,62
24-05-2008,27.5,,34.9,49
25-05-2008,26.8,,34.8,59
26-05-2008,27.9,24.6,35.3,54
27-05-2008,30.4,24.2,36.6,48
28-05-2008,32.4,25.7,38.8,46
29-05-2008,32.1,28,37.6,48
30-05-2008,31.3,26.6,,54
31-05-2008,31.4,25.6,,40
01-06-2008,31.7,27.2,36.8,64
02-06-2008,29.2,24.6,37.8,70
03-06-2008,29.8,23.6,35.1,41
04-06-2008,30.8,,,60
05-06-2008,24.8,21.7,,49
06-06-2008,28.4,23.9,34.8,70
07-06-2008,28,25.6,33.4,43
08-06-2008,29.2,24.9,34.3,54
09-06-2008,29,25.6,33.4,50
10-06-2008,27.7,24.7,31.3,49
11-06-2008,29.6,26,34,40
12-06-2008,30.7,26.5,34.9,44
13-06-2008,30.9,27,36,41
14-06-2008,28.8,27.2,33.4,57
15-06-2008,28.5,25.6,34.3,49
16-06-2008,28.3,24.8,31.8,62
17-06-2008,24.5,,26.3,47
18-06-2008,25.8,22.6,28,64
19-06-2008,26.7,22.4,29,41
20-06-2008,28.2,,32,50
21-06-2008,28.5,23.6,33.3,59
22-06-2008,29.3,26.1,33.2,47
23-06-2008,29.3,26.5,32.4,52
24-06-2008,29.6,,,65
25-06-2008,29.3,25.9,34.5,48
26-06-2008,29.6,26,34.3,57
27-06-2008,29.2,25.6,33.6,61
28-06-2008,29.5,26.1,34.6,42
29-06-2008,27.5,,31.6,46
30-06-2008,26.7,24.9,28.6,59
01-07-2008,28.3,24.8,31.6,66
02-07-2008,30.3,25.1,,54
03-07-2008,29.3,,34.6,42
04-07-2008,28.4,25.6,31.9,62
05-07-2008,28,25.6,32.6,46
06-07-2008,27.4,25.6,29.8,48
07-07-2008,28.5,25.6,33.1,58
08-07-2008,26.6,25.3,28.7,60
09-07-2008,27.6,25.1,30.8,56
10-07-2008,29.4,25.6,33.7,47
11-07-2008,29.7,26.5,34,40
12-07-2008,28.4,26.6,32.9,67
13-07-2008,27.5,23.5,32.4,48
14-07-2008,26.9,24.2,31.3,62
15-07-2008,26.5,24.5,31,63
16-07-2008,26.8,25.6,29.8,58
17-07-2008,27.7,24.6,34,41
18-07-2008,27.9,24.6,30.9,49
19-07-2008,27.4,25.5,32,50
20-07-2008,29.2,25.5,33.4,41
21-07-2008,30.2,26,34,44
22-07-2008,30.3,26.6,33.6,70
23-07-2008,29.3,27.1,35.3,50
24-07-2008,28.7,26.3,32.2,62
25-07-2008,28.4,26.2,33.3,46
26-07-2008,30.7,26.6,34.6,47
27-07-2008,29.8,25.6,33.8,66
28-07-2008,27.8,25.8,31.4,50
29-07-2008,28.5,25.6,33.2,46
30-07-2008,28.3,26.6,32.2,59
31-07-2008,28.5,25.6,33,70
01-08-2008,28.8,25.6,33.2,47
02-08-2008,29.8,26,34.2,63
03-08-2008,29.1,26,33.4,46
04-08-2008,28.7,26,33.4,61
05-08-2008,29.1,25.6,33.4,45
06-08-2008,29,25.9,33.8,42
07-08-2008,29.6,26.6,33.9,56
08-08-2008,28.8,,35,44
09-08-2008,29,,33.4,47
10-08-2008,28.8,26.2,32.3,54
11-08-2008,28,25.8,31.4,47
12-08-2008,28.2,26,32.3,57
13-08-2008,26.6,25.4,31.1,55
14-08-2008,27.4,25.2,32,57
15-08-2008,27.8,25.6,32.6,50
16-08-2008,27.4,26.6,31.8,57
17-08-2008,28.4,25.6,32.2,44
18-08-2008,29,26.6,32.8,41
19-08-2008,26.3,,30.3,65
20-08-2008,27.3,24.6,30.9,47
21-08-2008,28.5,25,31.8,44
22-08-2008,28.9,25.6,32.9,49
23-08-2008,29.2,25.4,33.7,49
24-08-2008,29.2,25.8,34.6,69
25-08-2008,29.2,26,33.7,69
26-08-2008,28.9,25.9,32.3,52
27-08-2008,28.7,24.6,34.8,48
28-08-2008,29.4,24.1,33.2,41
29-08-2008,25.8,23.2,32.7,42
30-08-2008,28.8,23.1,33.3,44
31-08-2008,30.3,,,63
01-09-2008,29,26.1,34.1,54
02-09-2008,28.5,26,33.5,45
03-09-2008,29.3,26.2,33.9,61
04-09-2008,28.8,,34.3,70
05-09-2008,27.4,25.4,32.5,70
06-09-2008,27.7,24.2,33.2,49
07-09-2008,29.1,24.7,34.1,67
08-09-2008,29,25.9,,52
09-09-2008,28.6,25.2,33.2,68
10-09-2008,28.4,25.3,33.7,50
11-09-2008,28.7,25.4,34.3,45
12-09-2008,30.4,25.2,,70
13-09-2008,28.7,25.2,34.7,50
14-09-2008,29.3,25,33.3,68
15-09-2008,29.1,25.1,34.7,46
16-09-2008,26.7,22.6,29.7,59
17-09-2008,27.5,24.4,31.1,60
18-09-2008,27.6,25.3,32.1,68
19-09-2008,28.4,25.1,32.1,70
20-09-2008,28.4,25.4,34.9,46
21-09-2008,29.5,24.8,34.5,41
22-09-2008,27.1,25.6,32.3,44
23-09-2008,27.3,24.6,31.8,54
24-09-2008,28.7,23,,67
25-09-2008,26.8,,,54
26-09-2008,26.6,24.2,29.3,61
27-09-2008,25.6,22.2,27.6,59
28-09-2008,26.8,21.8,28.3,46
29-09-2008,28.4,24.8,33.9,43
30-09-2008,28.7,24.4,33.3,63
01-10-2008,29.3,,34.2,62
02-10-2008,28.3,,32.3,55
03-10-2008,27.2,24.8,31.3,42
04-10-2008,27.6,24.2,31.6,53
05-10-2008,27.4,24.2,33.8,51
06-10-2008,28.4,23.8,32.6,46
07-10-2008,27.3,24.2,32.4,63
08-10-2008,28.5,24.2,34.3,62
09-10-2008,28.4,,33.8,66
10-10-2008,29.4,23.6,,47
11-10-2008,28.4,23.6,33.6,49
12-10-2008,28,23.3,33.3,64
13-10-2008,28.2,22.2,33.8,43
14-10-2008,28.5,22.4,33.8,41
15-10-2008,28.3,23.2,33.8,51
16-10-2008,28.7,23.5,33.8,48
17-10-2008,28.4,23.3,33.8,49
18-10-2008,28.1,23.4,33.3,51
19-10-2008,27.3,23.1,33.2,64
20-10-2008,27.7,,33.4,69
21-10-2008,28.1,21.1,33.6,67
22-10-2008,27.3,21.2,33.2,61
23-10-2008,27.3,23.1,32,47
24-10-2008,26.4,,29.3,56
25-10-2008,23.5,21.6,26.6,53
26-10-2008,21.7,20,23.6,51
27-10-2008,21.6,18.7,25.3,40
28-10-2008,24.2,17.9,29.8,55
29-10-2008,24.5,19.8,,50
30-10-2008,25.1,20.4,,58
31-10-2008,25,19.4,31.7,47
01-11-2008,24.9,20.6,31.2,55
02-11-2008,25.3,20.5,31.4,61
03-11-2008,26.5,20.4,31.8,53
04-11-2008,24.1,,32.5,53
05-11-2008,25.4,19.6,31.8,58
06-11-2008,25.7,19.9,31.6,41
07-11-2008,25.7,19.9,30.6,60
08-11-2008,26,20.4,32.3,40
09-11-2008,24.7,19.3,31.3,47
10-11-2008,24.5,19.6,30.6,64
11-11-2008,24.5,17.4,30.6,69
12-11-2008,23.9,19.2,30.3,42
13-11-2008,23.4,17.9,29.2,68
14-11-2008,23,17.2,28.9,58
15-11-2008,23.9,18,29.7,64
16-11-2008,24.3,21.6,29.6,50
17-11-2008,23,,29.3,65
18-11-2008,23.4,16.6,28.6,51
19-11-2008,23.3,17.5,28.6,41
20-11-2008,24.1,17.2,30.5,63
21-11-2008,25.5,19,31.7,42
22-11-2008,23.7,,28.4,40
23-11-2008,21.5,17,27.8,64
24-11-2008,20.5,13.5,27.3,61
25-11-2008,20.3,15.1,27.7,66
26-11-2008,21.3,15,27.9,52
27-11-2008,21.3,15.4,29,53
28-11-2008,21.6,15.6,28.9,64
29-11-2008,21.8,16,27.6,63
30-11-2008,22.5,15.6,28.6,65
01-12-2008,21.4,15.7,,48
02-12-2008,22,16.2,28.5,55
03-12-2008,22.5,17.5,28.6,60
04-12-2008,22.5,17.1,27.8,42
05-12-2008,21.8,16.6,27.3,66
06-12-2008,21.7,15.8,28.1,41
07-12-2008,22.3,16.3,28.2,41
08-12-2008,22.4,16.6,,52
09-12-2008,21.9,16.4,28.3,61
10-12-2008,22.7,16.1,29.3,55
11-12-2008,23.8,18.4,29.8,59
12-12-2008,23.3,19,30.3,56
13-12-2008,23.3,17,30.8,42
14-12-2008,21.9,17.4,28.6,48
15-12-2008,19.7,16.6,23,40
16-12-2008,19.2,13,24.6,60
17-12-2008,17.9,14.2,22.3,44
18-12-2008,17.9,13.1,,45
19-12-2008,17.9,13.5,22.6,58
20-12-2008,18.4,13.2,23.3,65
21-12-2008,17,15.2,20.4,59
22-12-2008,17.4,13.1,22,62
23-12-2008,17.3,12.2,23.4,44
24-12-2008,17.8,12,24.2,64
25-12-2008,17.3,10.6,24.2,58
26-12-2008,18.3,11.6,,49
27-12-2008,16.5,11.4,23.6,49
28-12-2008,17.9,11.6,25.1,50
29-12-2008,18.9,11.7,26.6,66
30-12-2008,18.6,12.5,26.6,45
31-12-2008,17.9,11.7,26.3,60
01-01-2009,17.9,14.2,24.7,65
02-01-2009,17.9,10.6,24.8,58
03-01-2009,17.6,10.5,24.8,57
04-01-2009,17.4,10.5,26.1,66
05-01-2009,20.2,12.7,27,68
06-01-2009,21.2,16.1,27,68
07-01-2009,21.1,16,26.3,56
08-01-2009,20.8,16.6,27.4,54
09-01-2009,20.9,15.6,27.4,43
10-01-2009,21,14.8,27.7,70
11-01-2009,21.5,16.3,27.8,46
12-01-2009,20.8,17.2,26.4,40
13-01-2009,19.3,14.6,25.9,52
14-01-2009,17.3,11.8,23.8,67
15-01-2009,18.4,11.7,26.3,57
16-01-2009,18.1,12,26.3,46
17-01-2009,19.5,13.1,27.2,67
18-01-2009,19.1,12.6,27.8,46
19-01-2009,19.3,13,28.8,57
20-01-2009,20.3,14.2,27.8,69
21-01-2009,18.8,13.6,25.4,61
22-01-2009,18.6,12.2,25.9,70
23-01-2009,18.9,12.6,25.5,46
24-01-2009,20.3,13.5,27.8,56
25-01-2009,24,16.8,30,52
26-01-2009,24.8,20.6,30.9,66
27-01-2009,24.2,,30.1,54
28-01-2009,21.9,,28.6,54
29-01-2009,20.8,15.6,26.9,45
30-01-2009,19.8,12.8,27.6,50
31-01-2009,20.2,12.4,27.3,61
01-02-2009,20.7,14.6,26.8,45
02-02-2009,20.7,13.2,27.4,55
03-02-2009,20,13,27.5,67
04-02-2009,20.2,,28.1,40
05-02-2009,20.2,11.5,29,56
06-02-2009,22.5,13.6,29.6,67
07-02-2009,21.1,13.9,30.3,62
08-02-2009,21.4,14.4,29.8,42
09-02-2009,21.6,14,29.6,45
10-02-2009,23.3,14.1,29.6,52
11-02-2009,24.7,16.6,31.3,51
12-02-2009,23.6,20.2,29,58
13-02-2009,22.2,18.2,28.6,49
14-02-2009,22.1,14.1,29.6,60
15-02-2009,21.2,,30,57
16-02-2009,21.9,14.4,30,44
17-02-2009,20.9,13.8,28.8,47
18-02-2009,21.9,12.9,,54
19-02-2009,21,13.2,29.3,40
20-02-2009,22.4,14.2,31,43
21-02-2009,23.7,15.6,32.3,44
22-02-2009,25.3,15.7,33.2,55
23-02-2009,24.7,17,33.8,46
24-02-2009,26.8,20,33.2,55
25-02-2009,27.7,24.6,35.3,55
26-02-2009,27.6,21.6,34.8,65
27-02-2009,27.3,21,34.8,52
28-02-2009,26.3,,32.9,43
01-03-2009,23.5,19.6,32.6,40
02-03-2009,24.9,15.4,,50
03-03-2009,24.4,17.4,32.8,46
04-03-2009,25.8,18.1,33.2,66
05-03-2009,28.7,20,36.9,57
06-03-2009,28,21.9,34.8,46
07-03-2009,26.3,22.4,34.8,45
08-03-2009,27.8,22,35.2,57
09-03-2009,28.8,22.5,34.3,58
10-03-2009,27.8,25.2,33,57
11-03-2009,27,21.3,32.8,57
12-03-2009,25,,,42
13-03-2009,24,15.6,33.3,49
14-03-2009,24.8,15.2,32.8,55
15-03-2009,24.6,16.4,32.8,69
16-03-2009,26.2,,32.1,54
17-03-2009,27.7,21.1,34.6,69
18-03-2009,26.8,21.6,,52
19-03-2009,27.6,21.1,34.1,51
20-03-2009,28.6,22,34.7,55
21-03-2009,28.4,22.2,35.3,63
22-03-2009,26.8,23.6,32.8,66
23-03-2009,28.1,20.6,34.3,52
24-03-2009,29.4,21.4,,53
25-03-2009,29.2,23.1,36.6,45
26-03-2009,26.4,,33.3,40
27-03-2009,26.6,20.4,33.8,54
28-03-2009,28.7,21.5,34.8,56
29-03-2009,28.3,,34.8,51
30-03-2009,27.2,,,41
31-03-2009,28.9,18.9,34.8,53
01-04-2009,28.7,21.6,35.3,44
02-04-2009,29.3,24,36.5,65
03-04-2009,29.5,23.5,36.4,41
04-04-2009,30.4,24.9,37.1,59
05-04-2009,30.9,25.6,37.4,64
06-04-2009,30.5,19.8,36.3,43
07-04-2009,31.7,24.8,37.6,54
08-04-2009,31.4,25.2,37,55
09-04-2009,27.4,23.4,32.6,49
10-04-2009,29.2,20,36.8,68
11-04-2009,30.4,24.6,37.1,61
12-04-2009,30.8,23.9,38.1,54
13-04-2009,31,24.4,38,42
14-04-2009,31.3,23.4,37.6,66
15-04-2009,30.5,22.6,36.6,58
16-04-2009,29.9,25,35.8,65
17-04-2009,29.7,25.7,32.6,44
18-04-2009,32.3,27.4,39.8,66
19-04-2009,33.1,27.8,40.4,52
20-04-2009,31.8,26.4,40.4,62
21-04-2009,33.2,26.5,41.2,56
22-04-2009,32.2,27.4,37.9,58
23-04-2009,33.4,27.6,39.6,41
24-04-2009,32.5,25.6,40,44
25-04-2009,32.3,28,39.8,56
26-04-2009,32.3,25.5,40.6,40
27-04-2009,32.2,25.6,40.8,68
28-04-2009,30.5,26,37.8,44
29-04-2009,30.5,26,37.4,44
30-04-2009,31.1,27.6,37.2,65
01-05-2009,31.4,27.2,36.7,49
02-05-2009,30.9,26.6,37,55
03-05-2009,26.8,,37.1,54
04-05-2009,28,20.5,34.7,59
05-05-2009,31.2,25.2,36.7,56
06-05-2009,31.2,,,42
07-05-2009,32.5,26.3,38.6,63
08-05-2009,33,26.9,40.8,66
09-05-2009,33.4,27.4,,43
10-05-2009,33.2,27,,66
11-05-2009,27.9,21.4,36.6,63
12-05-2009,23.9,19.9,29.5,55
13-05-2009,29.3,21.7,,46
14-05-2009,28.7,21.6,34.3,66
15-05-2009,28.8,,35.7,42
16-05-2009,26.4,22.6,32,47
17-05-2009,30.7,25.6,34.8,64
18-05-2009,28.9,,,46
19-05-2009,29.3,22.4,34.7,56
20-05-2009,30.8,27.2,36.1,56
21-05-2009,31.9,27.6,36.7,61
22-05-2009,31.7,26.4,36.4,59
23-05-2009,30.7,,36.7,69
24-05-2009,27.7,,32.1,56
25-05-2009,24.8,,,54
26-05-2009,28,24.2,33.6,42
27-05-2009,28,,35.7,40
28-05-2009,28.3,23.3,34.8,49
29-05-2009,29.7,26.6,33.4,64
30-05-2009,28.5,,34.8,46
31-05-2009,27.3,,35.7,41
01-06-2009,29.4,22.9,34.1,68
02-06-2009,33.6,26.9,37.6,50
03-06-2009,29,,36.3,59
04-06-2009,31,26.2,35,49
05-06-2009,29.5,27.6,34.8,49
06-06-2009,30.7,,35.2,48
07-06-2009,32.1,,37.2,66
08-06-2009,33.2,29.3,39.1,50
09-06-2009,31.8,,37.3,49
10-06-2009,31.3,28.4,36.4,61
11-06-2009,31.3,28.6,37,68
12-06-2009,31.3,27.6,37.4,44
13-06-2009,30.8,28,36.2,62
14-06-2009,31.5,,,61
15-06-2009,32,24.6,37.2,70
16-06-2009,33.1,28.6,37.6,40
17-06-2009,30.4,,,60
18-06-2009,32,22.5,38,43
19-06-2009,31.4,,36.6,57
20-06-2009,31,28.6,36.6,52
21-06-2009,31.7,28.2,37.8,57
22-06-2009,32.5,28,37.3,43
23-06-2009,31.8,28.6,36.4,44
24-06-2009,31.8,28.4,36.6,42
25-06-2009,30.8,,36.2,65
26-06-2009,29.1,26,33.4,57
27-06-2009,30.4,,34.8,50
28-06-2009,29.8,,34,51
29-06-2009,29.4,27.6,32.3,65
30-06-2009,28,,34.8,70
01-07-2009,29.1,24.8,33.3,41
02-07-2009,27.8,,32.4,55
03-07-2009,28,26.6,31,55
04-07-2009,28.1,26.1,33.3,47
05-07-2009,29.3,26.4,33.4,68
06-07-2009,28.9,26.2,32.6,66
07-07-2009,27.4,26.6,30.3,40
08-07-2009,29.2,26.2,33.4,70
09-07-2009,28.8,26.6,32.3,54
10-07-2009,28.2,26.2,32.4,56
11-07-2009,28.4,26.2,31.4,61
12-07-2009,29.7,,,44
13-07-2009,28.8,,34.2,56
14-07-2009,28.2,24.6,33.7,41
15-07-2009,27.2,26,32.2,52
16-07-2009,28.3,25.6,31.6,41
17-07-2009,28.7,26.3,33,49
18-07-2009,29.6,,,69
19-07-2009,29.1,,34.2,50
20-07-2009,28,25.9,31.2,66
21-07-2009,27.5,26.6,32,58
22-07-2009,27.2,25.6,32.3,63
23-07-2009,28.4,26.4,32.4,66
24-07-2009,30.9,,35.4,58
25-07-2009,29.5,,,54
26-07-2009,30.5,26.4,35.4,69
27-07-2009,27.9,25.6,36.8,59
28-07-2009,28.3,26.1,31.8,67
29-07-2009,27.5,25.6,31.8,64
30-07-2009,29.5,26.2,34.6,57
31-07-2009,29.4,27,35.8,43
01-08-2009,28.5,24.6,34.8,44
02-08-2009,28.4,26.6,33.8,51
03-08-2009,28.6,26.2,33.6,53
04-08-2009,28.6,25.2,35.3,68
05-08-2009,29,26.4,33.6,65
06-08-2009,27.3,,30,70
07-08-2009,29.4,26.3,34.6,47
08-08-2009,29.6,,34.6,60
09-08-2009,28.8,25,32,67
10-08-2009,29,,32.8,69
11-08-2009,30.3,27.2,35.2,48
12-08-2009,30.1,,34.8,63
13-08-2009,29.7,,32.6,65
14-08-2009,28.3,,32.4,59
15-08-2009,27.4,26.5,28.6,62
16-08-2009,27,25.6,30.8,61
17-08-2009,29.4,,34.2,61
18-08-2009,30,,34.8,55
19-08-2009,27.5,24.6,33.9,47
20-08-2009,27.9,24.2,32.4,51
21-08-2009,28.3,25.8,32.2,50
22-08-2009,29.8,26.3,34.6,53
23-08-2009,29.4,26,34.3,40
24-08-2009,26.2,,30.6,57
25-08-2009,27.1,25.2,32.4,45
26-08-2009,27.4,25.3,30.8,44
27-08-2009,26.6,25.1,27.9,66
28-08-2009,26.8,,28.3,63
29-08-2009,29.7,26.1,34.6,68
30-08-2009,30.9,26.1,35.6,42
31-08-2009,28.1,26.1,32.5,67
01-09-2009,30.1,26.3,33.6,67
02-09-2009,30,26.2,34.6,64
03-09-2009,28.2,25.6,33.2,56
04-09-2009,27.1,25.6,31.3,66
05-09-2009,25.9,25.6,28.6,61
06-09-2009,26.2,24.6,28.6,51
07-09-2009,27.4,24.4,30.6,55
08-09-2009,26.3,,,69
09-09-2009,26.3,24.6,29.6,41
10-09-2009,29.1,25.4,32.8,66
11-09-2009,29.4,27,33.8,60
12-09-2009,30.6,26.4,35.2,43
13-09-2009,30.8,28,35.3,40
14-09-2009,29.3,27.6,34.6,65
15-09-2009,29.4,26.6,35.4,44
16-09-2009,28.9,26.8,35,62
17-09-2009,29.1,26.1,35.3,43
18-09-2009,28.7,,34.6,57
19-09-2009,29.3,26.2,34.4,62
20-09-2009,28.2,,34.8,63
21-09-2009,27.5,,33.6,56
22-09-2009,28.1,25.4,31.5,52
23-09-2009,28.7,25.5,33.3,64
24-09-2009,28,,33.5,56
25-09-2009,29,25.4,32.8,70
26-09-2009,30.2,25.6,34.9,44
27-09-2009,29.5,,33.8,42
28-09-2009,29.6,,34,51
29-09-2009,29.7,26.4,34,42
30-09-2009,29.3,26.1,33.6,51
01-10-2009,26.6,,31.2,42
02-10-2009,28,,33.3,41
03-10-2009,26.2,24.4,31.4,64
04-10-2009,27.7,24.3,32.5,48
05-10-2009,27.8,25.6,31.5,53
06-10-2009,27.7,25.4,31.4,49
07-10-2009,28.6,26.6,31.8,56
08-10-2009,28,26.6,30.7,56
09-10-2009,28.4,25.4,32.8,62
10-10-2009,28.7,23,34.4,70
11-10-2009,28.3,23.8,34.2,48
12-10-2009,28.2,,,44
13-10-2009,28.3,,33.3,51
14-10-2009,28.3,,33.3,49
15-10-2009,28.6,25,32.9,70
16-10-2009,28.7,24.8,33.8,47
17-10-2009,28.5,25.6,32.3,51
18-10-2009,28.4,24.4,33.6,58
19-10-2009,26.9,21,32.6,66
20-10-2009,27.2,21.3,,43
21-10-2009,25.8,,32.2,66
22-10-2009,24.6,20.6,31.8,43
23-10-2009,25.7,19.2,32.2,56
24-10-2009,26.4,20,32.6,70
25-10-2009,24.9,19.6,31.5,63
26-10-2009,25.5,20,31.6,66
27-10-2009,25,19.2,31.2,43
28-10-2009,25.6,20.6,31.8,59
29-10-2009,25.2,,31.8,50
30-10-2009,24.5,18.6,30.6,40
31-10-2009,25.1,18.3,31.8,65
01-11-2009,25.7,20.6,31,58
02-11-2009,25.8,21.8,31.3,51
03-11-2009,27.5,,33,68
04-11-2009,28.4,24,33.2,51
05-11-2009,27.7,24,31.9,61
06-11-2009,27.3,23,31.6,63
07-11-2009,27.2,22.3,32.3,58
08-11-2009,26.1,21.7,32.3,67
09-11-2009,26.3,21.3,31.8,54
10-11-2009,26.3,22,31.3,52
11-11-2009,25.6,20.6,33.4,46
12-11-2009,26.6,20.6,33.8,70
13-11-2009,28,21.9,,67
14-11-2009,28.2,22.6,34.3,52
15-11-2009,28.9,26.2,33.5,64
16-11-2009,26.5,,33.4,57
17-11-2009,24.9,,,66
18-11-2009,21.9,20.1,24.3,65
19-11-2009,23.3,20.6,28.9,40
20-11-2009,22.6,,,43
21-11-2009,20.3,16.6,26.6,59
22-11-2009,19.5,14,26.3,61
23-11-2009,20,14.6,26.6,62
24-11-2009,20.9,,27,69
25-11-2009,20.4,14.9,26.9,55
26-11-2009,19.3,14.5,27.4,41
27-11-2009,19.3,13.4,26.6,40
28-11-2009,20.2,13.7,,54
29-11-2009,21.2,14.2,,53
30-11-2009,21.5,,28.1,42
01-12-2009,21.6,15.6,27.6,42
02-12-2009,21.8,16.1,28.3,56
03-12-2009,21.3,,,63
04-12-2009,20.6,16.2,27.4,53
05-12-2009,20.3,,27.4,61
06-12-2009,19.3,14.2,27.8,57
07-12-2009,20.1,14.2,,61
08-12-2009,19.8,14.2,27.9,51
09-12-2009,20,15.4,26.6,68
